areaCode,areaName,areaType,date,cumCasesBySpecimenDate,cumDeaths28DaysByPublishDate,newCasesBySpecimenDate
K02000001,United Kingdom,overview,23/06/2020,280144,39986,883
K02000001,United Kingdom,overview,22/06/2020,279261,39892,899
K02000001,United Kingdom,overview,21/06/2020,278362,39878,636
K02000001,United Kingdom,overview,20/06/2020,277726,39847,683
K02000001,United Kingdom,overview,19/06/2020,277043,39776,993
K02000001,United Kingdom,overview,18/06/2020,276050,39692,1022
K02000001,United Kingdom,overview,17/06/2020,275028,39625,1017
K02000001,United Kingdom,overview,16/06/2020,274011,39515,1103
K02000001,United Kingdom,overview,15/06/2020,272908,39395,1045
K02000001,United Kingdom,overview,14/06/2020,271863,39366,826
K02000001,United Kingdom,overview,13/06/2020,271037,39339,886
K02000001,United Kingdom,overview,12/06/2020,270151,39232,1053
K02000001,United Kingdom,overview,11/06/2020,269098,39101,1013
K02000001,United Kingdom,overview,10/06/2020,268085,39025,1196
K02000001,United Kingdom,overview,09/06/2020,266889,38861,1165
K02000001,United Kingdom,overview,08/06/2020,265724,38666,1099
K02000001,United Kingdom,overview,07/06/2020,264625,38619,722
K02000001,United Kingdom,overview,06/06/2020,263903,38565,804
K02000001,United Kingdom,overview,05/06/2020,263099,38422,1123
K02000001,United Kingdom,overview,04/06/2020,261976,38164,1249
K02000001,United Kingdom,overview,03/06/2020,260727,38034,1369
K02000001,United Kingdom,overview,02/06/2020,259358,37780,1492
K02000001,United Kingdom,overview,01/06/2020,257866,37531,1438
K02000001,United Kingdom,overview,31/05/2020,256428,37445,1080
K02000001,United Kingdom,overview,30/05/2020,255348,37385,1132
K02000001,United Kingdom,overview,29/05/2020,254216,37231,1531
K02000001,United Kingdom,overview,28/05/2020,252685,36957,1757
K02000001,United Kingdom,overview,27/05/2020,250928,36614,1825
K02000001,United Kingdom,overview,26/05/2020,249103,36192,2070
K02000001,United Kingdom,overview,25/05/2020,247033,36061,1625
K02000001,United Kingdom,overview,24/05/2020,245408,35957,1373
K02000001,United Kingdom,overview,23/05/2020,244035,35578,1531
K02000001,United Kingdom,overview,22/05/2020,242504,35358,2057
K02000001,United Kingdom,overview,21/05/2020,240447,35067,2567
K02000001,United Kingdom,overview,20/05/2020,237880,34794,2719
K02000001,United Kingdom,overview,19/05/2020,235161,34466,3063
K02000001,United Kingdom,overview,18/05/2020,232098,33966,2581
K02000001,United Kingdom,overview,17/05/2020,229517,33820,1837
K02000001,United Kingdom,overview,16/05/2020,227680,33753,2082
K02000001,United Kingdom,overview,15/05/2020,225598,33342,2530
K02000001,United Kingdom,overview,14/05/2020,223068,32992,2630
K02000001,United Kingdom,overview,13/05/2020,220438,32640,3330
K02000001,United Kingdom,overview,12/05/2020,217108,32193,3410
K02000001,United Kingdom,overview,11/05/2020,213698,31579,3612
K02000001,United Kingdom,overview,10/05/2020,210086,31392,2337
K02000001,United Kingdom,overview,09/05/2020,207749,31175,2170
K02000001,United Kingdom,overview,08/05/2020,205579,30900,3064
K02000001,United Kingdom,overview,07/05/2020,202515,30321,3787
K02000001,United Kingdom,overview,06/05/2020,198728,29863,3832
K02000001,United Kingdom,overview,05/05/2020,194896,29216,3686
K02000001,United Kingdom,overview,04/05/2020,191210,28490,3398
K02000001,United Kingdom,overview,03/05/2020,187812,28218,3002
K02000001,United Kingdom,overview,02/05/2020,184810,27965,3258
K02000001,United Kingdom,overview,01/05/2020,181552,27381,4766
K02000001,United Kingdom,overview,30/04/2020,176786,26683,4961
K02000001,United Kingdom,overview,29/04/2020,171825,26049,5433
K02000001,United Kingdom,overview,28/04/2020,166392,25280,4720
K02000001,United Kingdom,overview,27/04/2020,161672,24311,4739
K02000001,United Kingdom,overview,26/04/2020,156933,23991,3476
K02000001,United Kingdom,overview,25/04/2020,153457,23627,3757
K02000001,United Kingdom,overview,24/04/2020,149700,22812,4961
K02000001,United Kingdom,overview,23/04/2020,144739,21802,5167
K02000001,United Kingdom,overview,22/04/2020,139572,21120,5517
K02000001,United Kingdom,overview,21/04/2020,134055,20273,4795
K02000001,United Kingdom,overview,20/04/2020,129260,19049,4441
K02000001,United Kingdom,overview,19/04/2020,124819,18479,3881
K02000001,United Kingdom,overview,18/04/2020,120938,18047,4743
K02000001,United Kingdom,overview,17/04/2020,116195,16942,4977
K02000001,United Kingdom,overview,16/04/2020,111218,16029,5292
K02000001,United Kingdom,overview,15/04/2020,105926,14993,5070
K02000001,United Kingdom,overview,14/04/2020,100856,14113,4335
K02000001,United Kingdom,overview,13/04/2020,96521,13037,4203
K02000001,United Kingdom,overview,12/04/2020,92318,12313,3507
K02000001,United Kingdom,overview,11/04/2020,88811,11656,3585
K02000001,United Kingdom,overview,10/04/2020,85226,10813,4327
K02000001,United Kingdom,overview,09/04/2020,80899,9691,4875
K02000001,United Kingdom,overview,08/04/2020,76024,8575,5146
K02000001,United Kingdom,overview,07/04/2020,70878,7545,5477
K02000001,United Kingdom,overview,06/04/2020,65401,6440,5273
K02000001,United Kingdom,overview,05/04/2020,60128,5873,3556
K02000001,United Kingdom,overview,04/04/2020,56572,5274,3976
K02000001,United Kingdom,overview,03/04/2020,52596,4518,4852
K02000001,United Kingdom,overview,02/04/2020,47744,3782,4824
K02000001,United Kingdom,overview,01/04/2020,42920,3125,4891
K02000001,United Kingdom,overview,31/03/2020,38029,2453,4463
K02000001,United Kingdom,overview,30/03/2020,33566,2050,4195
K02000001,United Kingdom,overview,29/03/2020,29371,1676,2818
K02000001,United Kingdom,overview,28/03/2020,26553,1464,2774
K02000001,United Kingdom,overview,27/03/2020,23779,1172,3154
K02000001,United Kingdom,overview,26/03/2020,20625,884,3039
K02000001,United Kingdom,overview,25/03/2020,17586,703,2666
K02000001,United Kingdom,overview,24/03/2020,14920,512,2354
K02000001,United Kingdom,overview,23/03/2020,12566,364,2290
K02000001,United Kingdom,overview,22/03/2020,10276,288,0
K02000001,United Kingdom,overview,21/03/2020,8913,252,0
K02000001,United Kingdom,overview,20/03/2020,7732,194,0
K02000001,United Kingdom,overview,19/03/2020,6480,162,0
K02000001,United Kingdom,overview,18/03/2020,5438,116,981
K02000001,United Kingdom,overview,17/03/2020,4457,82,783
K02000001,United Kingdom,overview,16/03/2020,3674,65,602
K02000001,United Kingdom,overview,15/03/2020,3072,43,441
K02000001,United Kingdom,overview,14/03/2020,2631,29,352
K02000001,United Kingdom,overview,13/03/2020,2279,10,478
K02000001,United Kingdom,overview,12/03/2020,1801,9,484
K02000001,United Kingdom,overview,11/03/2020,1317,7,403
K02000001,United Kingdom,overview,10/03/2020,914,7,265
K02000001,United Kingdom,overview,09/03/2020,649,3,148
K02000001,United Kingdom,overview,08/03/2020,501,2,55
K02000001,United Kingdom,overview,07/03/2020,446,2,68
K02000001,United Kingdom,overview,06/03/2020,378,1,83
K02000001,United Kingdom,overview,05/03/2020,295,,49
K02000001,United Kingdom,overview,04/03/2020,246,,56
K02000001,United Kingdom,overview,03/03/2020,190,,57
K02000001,United Kingdom,overview,02/03/2020,133,,41
K02000001,United Kingdom,overview,01/03/2020,92,,20
K02000001,United Kingdom,overview,29/02/2020,72,,4
K02000001,United Kingdom,overview,28/02/2020,68,,12
K02000001,United Kingdom,overview,27/02/2020,56,,8
K02000001,United Kingdom,overview,26/02/2020,48,,2
K02000001,United Kingdom,overview,25/02/2020,46,,3
K02000001,United Kingdom,overview,24/02/2020,43,,2
K02000001,United Kingdom,overview,23/02/2020,41,,6
K02000001,United Kingdom,overview,22/02/2020,35,,0
K02000001,United Kingdom,overview,21/02/2020,35,,2
K02000001,United Kingdom,overview,20/02/2020,33,,0
K02000001,United Kingdom,overview,19/02/2020,33,,0
K02000001,United Kingdom,overview,18/02/2020,33,,0
K02000001,United Kingdom,overview,17/02/2020,33,,1
K02000001,United Kingdom,overview,16/02/2020,32,,0
K02000001,United Kingdom,overview,15/02/2020,32,,0
K02000001,United Kingdom,overview,14/02/2020,32,,0
K02000001,United Kingdom,overview,13/02/2020,32,,1
K02000001,United Kingdom,overview,12/02/2020,31,,1
K02000001,United Kingdom,overview,11/02/2020,30,,4
K02000001,United Kingdom,overview,10/02/2020,26,,1
K02000001,United Kingdom,overview,09/02/2020,25,,1
K02000001,United Kingdom,overview,08/02/2020,24,,3
K02000001,United Kingdom,overview,07/02/2020,21,,0
K02000001,United Kingdom,overview,06/02/2020,21,,0
K02000001,United Kingdom,overview,05/02/2020,21,,1
K02000001,United Kingdom,overview,04/02/2020,20,,0
K02000001,United Kingdom,overview,03/02/2020,20,,18
K02000001,United Kingdom,overview,02/02/2020,2,,1
K02000001,United Kingdom,overview,01/02/2020,1,,0
K02000001,United Kingdom,overview,31/01/2020,1,,0
K02000001,United Kingdom,overview,30/01/2020,1,,1
